"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0xd9465700517738abb3c018b7fb772200a1cb2c877c235ed4925068205d25739e","16848922","1679073035","2023-03-17 17:10:35","0x00000000a991c429ee2ec6df19d40fe0c80088b8","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","1,291.491939540324008561","-"
"0xd180a8ed949ad4fbbcc2d1cdd6e2464f74c27d663bc0307fb2caf974858c9927","16848955","1679073443","2023-03-17 17:17:23","0x781ab1298b771d48f21cc34a66bb56a0bb48ef99","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","3,000","Execute"
"0x9a7c3716cadba584c0d93737b92e5d8483eea0b5471512bdda219621709b7d40","16849935","1679085311","2023-03-17 20:35:11","0xed48da783acbac8d08d82e68221fa0ee4f718899","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","1,100","Execute"
"0x835b20373ee26bb5c7cace9e59e8f646a846b6f2659e635f3a6956ca480915ea","16849941","1679085383","2023-03-17 20:36:23","0xed48da783acbac8d08d82e68221fa0ee4f718899","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","195","Execute"
"0x44934e2b771870c5a36f9fd1e0968c454b459f966bba944de93077d8da20fea3","16849953","1679085527","2023-03-17 20:38:47","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0xc5f06d2df23a9833b40df0be09ad369550f41634","90.414203403072479615","Execute"
"0x3c226e049624f52bcb2b0b5255351b9565274e4f0a61df6478070283d575e744","16850054","1679086751","2023-03-17 20:59:11","0xed48da783acbac8d08d82e68221fa0ee4f718899","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","90","Execute"
"0xe7d9054190716a5a1df5949454c23ad1408a2ca861138b4a1e0152fe13284f39","16854021","1679134991","2023-03-18 10:23:11","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0xc5f06d2df23a9833b40df0be09ad369550f41634","10.171894487690597151","Execute"
"0x976d551b56ac737ba216651ec9f49f084e7fb2e575c577e7c8d6395b30008758","16866062","1679281139","2023-03-20 02:58:59","0xee7c4aca7d64075550f1b119b4bb4a0aa889c340","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","21","Execute"
"0x8758207199a5fd681a7b986da273f23904d7384500d840504b3ac070a6bdb219","16874560","1679384039","2023-03-21 07:33:59","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0x50f9bde1c76bba997a5d6e7fefff695ec8536194","39.839218578871603902","External Swap"
"0x483939eaf0954477d1330467139405cc14e5c9de123cb52e3780a0736cbb5db4","16877177","1679415827","2023-03-21 16:23:47","0xee7c4aca7d64075550f1b119b4bb4a0aa889c340","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","40","Execute"
"0x015ee0db875ffe761b20f70c1930caf8e74c8d29dc4c06ef3651ba376bf9437f","16935245","1680120923","2023-03-29 20:15:23","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0x25b70383f334ddc423458a5454a9cac75da0abb9","269.738177363711070991","Execute"
"0x8200739b2c1d2bb91bbd1caca974567d3ae2e0f9bdb6160f6fff20765f0477a3","16935726","1680126743","2023-03-29 21:52:23","0xee7c4aca7d64075550f1b119b4bb4a0aa889c340","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","270","Execute"
"0x7ab7f228181b340a7fcf586951563fbda5d06f4ad1f918256a8d446399541ebc","17019268","1681147751","2023-04-10 17:29:11","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0x080dd8ee09b55d0f570bf6610071069f25c00c99","80","Execute"
"0xa940e9d5fb2d95fea9c52c2730dd30fe5bb063839c63ead79b3417099c78842e","17019774","1681154003","2023-04-10 19:13:23","0xee7c4aca7d64075550f1b119b4bb4a0aa889c340","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","80","Execute"
"0x5a75c0c7096fd8e7b2d226d9bfb3b44b67c199ce3b7a8dcb4a7c4e5b58568c76","17094311","1682074547","2023-04-21 10:55:47","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0xed48da783acbac8d08d82e68221fa0ee4f718899","1.992222683670965409","Execute"
"0xf1e9494db67d67e2b0e9733d1165058f784b58133c5b4974370ab2a4780c736d","17144973","1682689139","2023-04-28 13:38:59","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0x23b78a0ec2b6fe370618d635ac3b17dba5ca8fd8","19.921382047475151619","Execute"
"0x80a28c393c7942068815cf412c640c3590e924e9f5d7cf01309f30475a3572a1","17145108","1682690771","2023-04-28 14:06:11","0xed48da783acbac8d08d82e68221fa0ee4f718899","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","20","Execute"
"0xfc2006eebaa1e9325b5335e4458a8c2180b58df0cf9ec8f8c5377f2b81c860bb","17148114","1682727167","2023-04-29 00:12:47","0x04e5e85b18c9d783598a463d3e55a04e223b7d09","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","999.9999999999999975","Mint"
"0x4c85d1cddafb9f2dd011e1f1588d93696f0ccf4a64e0c8dbca9d19ea63a7f9de","17283298","1684374791","2023-05-18 01:53:11","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0xeefb3a0649915b125976f777e49f8fce0faa0e64","318.801013457278779217","Execute"
"0x6af9bc39faae1391f559ccb4c9fcfafab4a07ca4b89a6c6f16c94be710925baf","17283310","1684374935","2023-05-18 01:55:35","0x35486033c01e196ba614042b4665039ad8abf006","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","300","Execute"
"0xd47c546ef95a3874ddfa215cc410c1e7e28f83e93ca439e2b15989d01dfa9234","17283319","1684375043","2023-05-18 01:57:23","0x35486033c01e196ba614042b4665039ad8abf006","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","20","Execute"
"0x9b281ca5f6f2bd4a3a35d05d225ba1e9ce133fb6fe74fed22855faa2685cdd75","17308026","1684675583","2023-05-21 13:26:23","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","0xcc7f768842c8949da1bec37b4def45fd177b0fc9","189.629685637297336259","Execute"
"0x9eaa8539e0c2d86fa77192ed180c3287eba951048728b08759ee49bded705af0","17308034","1684675679","2023-05-21 13:27:59","0x35486033c01e196ba614042b4665039ad8abf006","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","175","Execute"
"0x66b5c5a05f36cdcb2ff5a23e2d47aa553a146ffae84676a9974010c96b17be73","17308038","1684675727","2023-05-21 13:28:47","0x35486033c01e196ba614042b4665039ad8abf006","0x07ff38e9be6e867d298d8f4aedfd58d98456cf82","14","Execute"
